Trending 20																												
Date	Trend20 Open Interest Total	Trend20 Reportable Positions Net	Trend20 Reportable Positions Long	Trend20 Reportable Positions Short	Trend20 Prod_Merc_Positions Total	Trend20 Prod_Merc_Positions Net	Trend20 Prod_Merc_Positions Long	Trend20 Prod_Merc_Positions Short	Trend20 Swap_Positions Total	Trend20 Swap_Positions Net	Trend20 Swap_Positions Long	Trend20 Swap_Positions Short	Trend20 Swap_Positions Spread	Trend20 M_Money_Positions Total	Trend20 M_Money_Positions Net	Trend20 M_Money_Positions Long	Trend20 M_Money_Positions Short	Trend20 M_Money_Positions Spread	Trend20 Other_Rept_Positions Total	Trend20 Other_Rept_Positions Net	Trend20 Other_Rept_Positions Long	Trend20 Other_Rept_Positions Short	Trend20 Other_Rept_Positions Spread	Trend20 NonRept_Positions Total	Trend20 NonRept_Positions Net	Trend20 NonRept_Positions Long	Trend20 NonRept_Positions Short	Net
10.06.2014	-0,2264492	-0,0000141	-0,2209110	-0,2445386	0,1293692	0,5911010	-0,3601221	0,6948809	0,0910104	0,2284708	0,3536917	-0,0107187	0,0360205	-0,5832719	-0,4908097	-0,0012646	-0,5539844	-0,1570652	-0,0073833	0,0790871	0,0095926	-0,1626122	-0,1954529	-0,0362045	-0,0000141	0,0329489	-0,0150089	-10
17.06.2014	-0,0983427	-0,0802616	-0,0931389	-0,1189714	0,1332472	0,4183310	-0,1947267	0,5726164	0,1767682	0,1705320	0,3230640	-0,0450468	0,0000236	-0,4516424	-0,2898438	-0,0392824	-0,3807069	-0,1031555	-0,0083609	0,0043119	0,0113611	-0,0601849	-0,0530727	-0,0002098	-0,0802616	-0,0403030	-0,0287280	-5
24.06.2014	-0,0289992	-0,1325367	-0,0278869	-0,0445724	-0,2174558	0,2221456	-0,0453328	0,3959431	0,1905399	0,1793987	0,2984041	-0,0049421	-0,0030581	-0,3145776	-0,0752759	-0,1455114	-0,1710616	-0,0693368	-0,0096904	0,0086913	-0,0387648	-0,0019684	-0,0126109	-0,0406116	-0,1325367	0,0062509	-0,1234976	-3
01.07.2014	-0,0000396	-0,1273176	-0,0000127	-0,0021647	-0,2424871	0,0642495	-0,0006534	0,1885405	0,2888342	0,2747383	0,3826514	-0,0575517	-0,0025260	-0,1390228	-0,0000348	-0,2091258	-0,0203601	-0,0686035	-0,0073609	0,0673089	-0,1011438	-0,0148951	-0,0040598	-0,0642119	-0,1273176	-0,0012108	-0,1479252	-1
08.07.2014	-0,0947181	-0,1156874	-0,0886101	-0,0702357	-0,3400207	0,0011492	-0,1647639	0,0605687	-0,3991342	0,3740564	0,4695481	-0,1435137	-0,0003524	-0,0051030	0,0773012	-0,2639626	-0,0309337	-0,0651242	-0,0423280	-0,1464865	-0,1892388	-0,0478382	-0,0437986	0,1820131	-0,1156874	0,0154950	0,2588966	0
15.07.2014	0,5383511	-0,0643172	0,5048843	0,5248371	0,4179526	0,0783666	0,4856070	0,0124617	0,7231144	0,4994599	0,5932478	-0,2410703	-0,0065842	-0,1365414	0,2744630	-0,3567322	0,2352970	-0,0051473	0,1538960	-0,3033000	0,4290925	0,0859620	0,2374312	0,3233161	-0,0643172	0,0999335	0,3386106	3
22.07.2014	0,6972662	-0,0720741	0,6779121	0,6819443	0,3294038	-0,2997794	0,7050048	0,0191153	0,8318896	0,5839455	0,6626294	-0,3439139	-0,0132009	0,4838144	0,5054343	-0,4814653	0,4985650	0,0242370	0,1716452	-0,4584995	0,5083381	0,1973506	0,3786597	0,4321720	-0,0720741	0,1640553	0,4682909	6
29.07.2014	0,6947714	0,0555905	0,6838727	0,6732647	0,2342074	-0,5789432	0,7742929	-0,2366767	0,9032236	0,6434233	0,7180663	-0,4086454	0,0316161	0,6522768	-0,7029739	-0,6402133	0,6995381	0,0756174	0,1626922	-0,6291172	0,5750886	0,3812886	0,4127408	0,4272263	0,0555905	0,1699220	0,4466261	6
05.08.2014	0,6962177	0,0037227	0,6833727	0,6737508	0,1455934	-0,7219261	0,7970546	-0,4912898	0,9045867	0,6866988	0,7453743	-0,4821332	0,0502386	0,7332394	-0,8233481	-0,7313967	0,8199416	0,0496861	0,1497087	-0,7607703	0,6125517	-0,5977699	0,4371122	0,5602237	0,0037227	0,3556915	0,4648165	0
12.08.2014	0,6927453	-0,0123235	0,6714524	0,6695453	0,0964465	-0,7699947	0,8003557	-0,6074608	0,8885503	0,7589663	0,7897575	-0,6193925	0,0037695	0,7762715	-0,8865892	-0,7831214	0,8832919	-0,0001492	0,1409262	-0,7999149	0,6214878	-0,6806732	0,4641189	0,6341533	-0,0123235	0,4915782	0,4702880	3
19.08.2014	0,6997660	-0,0334973	0,6700653	0,6740153	0,0602389	-0,7521205	0,7700880	-0,6161793	0,8716293	0,8160371	0,8317923	-0,7109344	-0,0065108	0,8123212	-0,8935837	-0,7447083	0,9041635	-0,0114989	0,1630268	-0,7679588	0,5954275	-0,6449771	0,5012086	0,7096404	-0,0334973	0,5889080	0,5079258	0
26.08.2014	0,6274919	0,0041797	0,5832526	0,5696373	-0,0001914	-0,7410857	0,6700047	-0,6657916	0,8182515	0,8235552	0,8207874	-0,7668491	-0,0092978	0,7990376	-0,8689140	-0,6735666	0,8922823	-0,0525384	0,1479079	-0,7137262	0,5357003	-0,5898319	0,4713391	0,7443941	0,0041797	0,6076203	0,5697376	1
02.09.2014	0,5042563	0,0239041	0,4518412	0,4506950	-0,0893100	-0,7182719	0,4786921	-0,7152004	0,7149592	0,8082716	0,7818694	-0,8065176	-0,0026029	0,7854077	-0,8427679	-0,6040811	0,8784105	-0,1062693	-0,1586496	-0,6751919	0,4924513	-0,5365822	0,4602918	0,7035003	0,0239041	0,6199622	0,5082571	0
09.09.2014	0,4172482	0,0080021	0,3818710	0,3687965	-0,2009901	-0,7174067	0,3627148	-0,7522860	0,6129423	0,7920937	0,7503260	-0,8191054	-0,0027860	0,7674374	-0,8199908	-0,5549875	0,8619077	-0,1434490	0,1941342	-0,6457481	0,4697164	-0,4738496	0,4470042	0,5512464	0,0080021	0,4137604	0,4494710	6
16.09.2014	0,3450678	0,0130433	0,3417724	0,3032172	-0,3377445	-0,7414199	0,2768020	-0,8202229	0,4937925	0,7657645	0,7144936	-0,8113397	0,0093504	0,7421228	-0,7978257	-0,5240415	0,8434231	-0,2051338	0,3238169	-0,6087173	0,4839506	-0,3414612	0,5360901	0,3462704	0,0130433	-0,1472510	0,3844058	6
23.09.2014	0,2997640	0,0563400	0,3148816	0,2611276	-0,3868914	-0,7342161	0,2216273	-0,8207724	0,4397122	0,7342689	0,6966520	-0,7643855	0,0734559	0,7433933	-0,7739886	-0,3978534	0,8351099	-0,2821099	0,3204651	-0,5704308	0,4782373	-0,2447803	0,4831448	0,1904756	0,0563400	-0,0266533	0,3305014	11
30.09.2014	0,2719042	0,0582180	0,2951985	0,2385313	-0,4442329	-0,7226642	0,1058815	-0,8234867	0,4236193	0,6977004	0,6670500	-0,7180965	0,1084496	0,7439838	-0,7322722	-0,1975774	0,8208847	-0,2690957	0,3347540	-0,4842503	0,4715647	-0,0719327	0,4397877	0,1012734	0,0582180	-0,0055674	0,2605967	10
